Complaint ID,Consumer complaint narrative
11498408,"I was involved in a scam where I lost {$18000.00} between XX/XX/year> and XX/XX/year>. It was a job scam where I was participating with the expectation that I would receive my money back. But after a few days the scammers were holding around {$9000.00} of my money hostage unless I deposited another large amount of money. I tried to get my money back by depositing another 9k and they kept the entire amount.

I have filed a case with cyberclaims and we were at the point that they instructed me to file a claim with Wells Fargo in order to restore the withdraws from my account that were related to the scam. They refused because the money was sent via bitcoin then to the scammers so there is no way for them to recover the money. Well there is also no way for me to recover the money, I was the one who was scammed."
11576878,"I was a victim of fraud and employment scam. I was sent an illegitimate check to cash and then transfer the funds to another account for an organization that was "" Aiding the less fortunate ''. There were no warnings from Zelle. Before the check bounced the money was gone and I was out {$2000.00} and unemployed. I contacted XXXX and received {$10.00}, as compensation..my insurance company wouldn't help because it wasn't technically a "" theft '' but I consider this a theft as well as the police. I filed a police claim and provided them the names and information and took this back to insurance who still said they could do nothing. This theft took place XX/XX/year>."
11578145,"I was scammed on XX/XX/2019. It was a job scam. But Bank of America is the one who took my money, made me pay money, and reported me to XXXX even though they knew it was a scam. 

I was hired for a fake job by the scammer. He gave me a check. I deposited the check into my personal checking account. When I realized I was scammed, I reported it to the FTC, the local police, and Bank of America. 

Bank of America drained my account and left me with a negative balance. I didn't have money for food or bills until I eventually got paid in two weeks. I also had to make monthly payments to BOA, which I couldn't afford. 

This is still affecting me today. I no longer bank with BOA and avoid them when possible. 

XXXX, which helps XXXX and people with XXXX with scams, told me to contact CFPB because they didn't think Bank of America did the right thing."
11582419,"About a year and a half ago I was scammed out of a little over {$1000.00} through Zelle due to a job scam. I was avidly trying to get a XXXX XXXX XXXX XXXX and these people fronting as a company sent fake checks in order to purchase the equipment for me to work. If ZelleXXXX  XXXX XXXX had the proper safeguards at the time it could have been caught early or even prevented. XXXX did eventually catch on to the fraud, but by that point I was scammed out of over {$1000.00}. They ended up putting me on a payment plan and claimed they see this scam all the time, but had no safety features in place yet ( which seems like an oversight )."
11589520,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution ( XXXX ) and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was IMPOSSIBLE and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety. I was scammed multiple times the last one was in XXXX XXXX I lost over {$3000.00} dollars to a job scam when I had only that to my name. I lost everything and have been struggling since."
11629506,"An email appeared in my college email and it was an summer internship offering. I replied to the email so I can apply and work to help pay off my student bills. We only emailed each other and there weren't any like interviews to be held but I just didn't think much about it. The person I responded the email to told me that a person who was in charge of the materials was going to message me and he would tell me what to get. In a hour, I get a message from the person that the guy emailed me about and the person introduced themself and start with listing the materials I needed. He/She also mentioned that they would send checks through email and that I would have to deposit the money and buy the stuff myself. But the thing is, when I deposit the checks, the bank institution that I use says it will take a couple of days until the checks go through. I told them about it and he/she says that they couldn't wait since it would delay their schedule time. So they insisted that I would have to send them money from my savings and then they would buy it for me. We proceeded with that option and it kept going throughout the month and one day I woke up and got an email saying my account has a low balance. I checked and I lost everything. All my savings, all the money from the checks and I was in the negative numbers in my balance. I called the bank and they told me that the checks I deposited were fake and I texted the guy and he never responded back when I told him/her that the checks were fake. I called the bank institution to report about the fraud incident, reported it to XXXX  and the sheriff. They all came back with nothing and I had no reimbursements."
11630764,I started getting random emails in my account about a XXXX credit card after i fell victim to a XXXX job scam in which i had accidentally given my ssn number and picture of my id and i called them when it started showing up on the report since the debt was fraudulent and unauthorized and not mine and i disputed it with experian multiple times and they kept denying it and harrassing me through XX/XX/scrub>XXXX XXXX XXXX
11866982,"Hello Team, I am writing to formally dispute the locking of my Bank of America account XXXX XXXX XXXX, which I was informed of following the deposit of a check, which I got from a person act as HR of a company, that later returned as unpaid. I want to clarify that I was a victim of a fraudulent job scam and acted in good faith, following standard procedures and instructions provided by the bank. 

Background of the Incident 1. I applied for a job with a company claiming to be XXXX, and after an interview and task, I was offered a position. 
2. As part of the onboarding process, they requested my banking details and later issued me a check for {$9900.00}, which I was instructed to deposit. 
3. Before depositing, I approached a BoFA relationship manager for verification, but I was directed to use the XXXX deposit feature instead of receiving a manual review. 
4. After depositing the check via mobile scan, Bank of America returned the check as unpaid, at which point I immediately attempted to contact the employer, but they became unresponsive. 
5. Instead of discussing this issue with me, Bank of America abruptly closed my account ( I got to know when i went to bank to discuss and inform them that i have been scammed ), instead of understanding my situation they refused to provide a reasoned explanation or resolution when i also called their customer support and never bothered to listen my case even though I have all the proofs of emails and screenshots. 

Reasons This Closure is Unjustice I am a fraud victim, not a perpetrator. I had no knowledge that the check was fraudulent. I acted in good faith and reached out to BoFA for help before making the deposit. 
Bank of America failed to conduct due diligence. When I sought assistance, the relationship manager did not review the check, instead instructing me to deposit it myself. 
Immediate account closure without review is excessive. I was given no opportunity to clarify my situation, nor was I provided with a formal dispute process. 
This decision affects my ability to bank elsewhere. If my account has been reported to XXXX or XXXX XXXX XXXX XXXX XXXX XXXX  I request immediate correction, as I was not involved in this fraudulent activity. 

Please help me to maintain my bank account. your assistance is highly appreciated. 
Looking forward for a resolution. 
Regards, XXXX XXXX."
11879581,"On XX/XX/year>, I faced the consequences of losing {$3500.00} and deducting {$150.00} along with compromising my identity because of a job scam. I received a text from an unknown XXXX XXXX XXXX from XXXX XXXX ( XXXX ) asking if I would like to be eligible for a position as XXXX XXXX XXXX XXXX for XXXX XXXX She referred me to XXXX XXXX XXXX a XXXX  chat. I conversed with HR from XXXX XXXX XXXX XXXX and proceeded to do an in-chat interview. I was told that I was hired and would start working on XX/XX/year>. I was asked to send a Photo ID by XXXX and HR provided a start-up check that covers software/office equipment suppliers. He asked me go to the bank to make a wire transfer and provided another vendor 's wire transfer info. I found that check funds from XXXX were insufficient that it took money out of my checking account. I stated to XXXX over XXXX chat that he would call the accounting dept and they would reinstate the check amount of XXXX dollars. He asked me to provide my account numbers and routing numbers. But that was my last interaction with him before receiving no response on his end. I went to the bank for help and a refund request but they won't help me out."
11913356,"I was approached for my XXXX XXXX XXXX  from an individual who claimed to work for the XXXX XXXX XXXX XXXX XXXX XXXX. My role was to XXXX XXXX XXXX XXXX XXXX XXXX 
I was provided a check in advance for my services for {$5000.00}. After cashing this check, a couples days later the project slowly began to be canceled in phases, with the school requiring me to send money back in waves. After first sending them {$2500.00} digitally, the next day the {$5000.00} check had reversed itself due to being fake. The individual ( XXXX ) continued to request more stating, but once I pushed back stating their check was invalid and they owed me {$2500.00}, they went dark and I lost contact. 
I filed a claim with my bank, Capital One, who ultimately denied. The bank encouraged me to send documented proof prior to this decision, which I did. I requested information on how they made their decision to deny me, and it turns out they never used the information I had sent them and simply made this decision off our brief phone call when I first filed the claim. 
Below I am providing a step by step timeline of interactions with a XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX in California seeking my services as an XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX 

XX/XX/XXXX : XXXX XXXX provided a budget of {$5000.00}. I suggested that only half be sent as a deposit, but XXXX XXXX insisted on paying in full by sending a certified cashier 's Check. 

XX/XX/XXXX : XXXX XXXX requests my name, address, bank, and phone number for check distribution. Several days follow and I have to follow up for the check to be sent. 

XX/XX/XXXX - XX/XX/XXXX : XXXX XXXX and I continue to communicate back and forth as I begin the illustration project and provide first drafts. XXXX provides feedback on multiple occasions through text and email. 

XX/XX/XXXX : Check is delivered ( attached document for reference ). XXXX XXXX texts me immediately upon its delivery to inform me that the check has arrived and that I should cash it digitally as soon as possible. I do so. He states that the {$5000.00} dollar check has been deposited successfully and deducted from their account the moment I cashed it. My account was pending at this time. 

XXXX starts to inform me that the project is changing and less work XXXX be involved. 

XX/XX/XXXX : Receive email and texts from XXXX XXXX stating that half the project ( Phase XXXX ) is canceled. He requests an immediate return of {$2500.00} as soon as possible. My Capital One account currently says the majority of the {$5000.00} check funds are in my account as the remainder was still processing. XXXX provides a document supposedly from the school stating the projects Phase XXXX cancellation ( attached document for reference ). 

XXXX texts me saying that I should send a XXXX payment to the email of XXXX XXXX ( XXXX ). He also requests screenshot receipts of this transaction. I send the {$2500.00} and provide documentation. 

XX/XX/XXXX : XXXX XXXX texts and calls me first thing in the morning stating that the project is canceled in its entirety, and that I should immediately XXXX an additional {$1500.00} to XXXX XXXX at XXXX. I received a second document that morning from XXXX confirming the entire projects cancellation, apparently signed off by XXXX XXXX of the XXXX XXXX XXXX XXXX. 

A check reversal of the {$5000.00} check had taken place automatically earlier that morning, and {$5000.00} was removed from my bank account sending me into the negative. Most likely due to being a fraudulent check. At this point, I have also already paid them back {$2500.00} of my own actual mone. 

I call my bank, Capital One immediately and begin to file a claim for a scam/fraud. They inform me that they received the {$2500.00} and it had been successfully deposited into their account, which also happened to be a Capital One account. 

XXXX continues to text for immediate updates and keeps stating that the {$2500.00} I sent prior did not process. At this point, I inform him that there is no money left in my account, and that their check to was reversed and I am owed {$2500.00}. 

XXXX slowly starts to stop communicating with light contact, but never fully responds to my concerns. 

XX/XX/XXXX : I follow up XXXX more time in the morning requesting the return of my {$2500.00} ( claim amount ) along with {$1000.00} owed to me for compensation. No response. XXXX XXXX officially goes dark and I never hear from him again. 

Capital One stated that I could provide any proof and documentation to help support my claim after my first initial call on XX/XX/XXXX. I provide Capital One with all text messages, emails, documents and fraudulent check via email. 

XX/XX/XXXX : Capital Ones responds stating that my claim is denied. I request documentation regarding how they made this decision, as stated as an option in their email. 2-5 days required for processing. 

XX/XX/XXXX : Capital One provides documentation regarding their decision to deny my claim. The email showed that they did not review the proof that I sent them and made their decision solely on my first phone call reporting the scam which does not go into enough detail based on their questioning. 

XX/XX/XXXX : After discovering that Capital One did not utilize the information that I provided them for their own internal investigation, I proceeded to call XXXX XXXX XXXX XXXX personally to look into the matter. XXXX suggested that I email their HR team explaining the situation. As of XX/XX/XXXX, I have yet to hear back any information."
12015613,"I was recently the victim of a fraudulent job scam from the company XXXX XXXX XXXX, that resulted in my Wells Fargo checking & savings account being closed and leaving my checking account with an overdraft balance of - {$2700.00}. 

I applied for a job on Indeed that I believed to be legitimate. Shortly after, the company contacted me, informing me that I had been hired. As part of my onboarding process, they sent me a check via XXXX in a flat mailer for {$2900.00} for office materials and provided instructions on how to use the funds. I deposited the check into my Wells Fargo checking account on XX/XX/year>. The next day, per their ( XXXXXXXX XXXX  XXXX ) instructions, I sent a portion of the funds via XXXX to another account. I received an invoice of the materials I purchased and was told that the amount I sent did not cover all of the materials. So I was told that I will be receiving one more check to cover the rest of the materials. 

A few hours later, I was informed by Wells Fargo that the check was fake, and the funds were reversed. Unfortunately, by the time I was notified, the money I sent via XXXX was already gone, and I was left with a negative account balance of - {$2700.00}. Following this, Wells Fargo sent me an email stating that they will close my account XX/XX/year> and reported the overdraft amount against me. 

As this has transpired I called Wells Fargo and talked to multiple service representatives ( XXXX who transferred me to XXXX, who transferred me to XXXX, who transferred me to XXXX XXXX Lost Prevention ) ). I was given a claim number from XXXX and was told that they can not affirm if they can reverse the XXXX transaction. I was also told by XXXX to throw the new check that was being sent away once I receive it and stop all contact with the company XXXX XXXX XXXX. After talking to Wells Fargo on the phone, I submitted a consumer support ticket with XXXX about what had happened, which I have yet to get a response from. 

The next day I received two checks from XXXX XXXX XXXX, one for {$3900.00} & {$4800.00}. I did not throw them away just incase I need to send evidence to Wells Fargo."
12097919,"I was a victim of identity theft along with my other co workers. An individual at the job scam myself and other employees at the job. There was a hacking of my XXXX  account. The bank closed my XXXX account without my knowledge and without informing me the reason what happened. After discussing with other employees they experienced the same issues. Some employees accounts were frozen. Now, I am trying to open Checking accounts for myself and my business. All my applications are being denied. Even though I have all the necessary documents. To provide proof of ownership to my business. 

The bank that frozen my XXXX XXXXccess is Bank of America."
12701836,"XXXX XXXX | It all started off when I was involved in a job scam XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX : 1. was offered a part-time remote job and have taken an assessment, then sent an offer letter 2. told to download XXXX to communicate and was sent checks to deposit 3. checks were sent through email ( {$1800.00}, {$1800.00} ) 4. deposited then was instructed to send the money through XXXX  using XXXX through a scammer-made software subscription website 5. The purpose of the transfer was to buy a "" software subscription '' for the position XXXX after the money was sent the scammer cleared the messages on telegram Before the job offer, I did research on the company and it all seemed legitimate. 
1. Website was fine 2. Looked up their address and the reviews were great I contacted my bank providing proof involving emails, phone numbers, and even the digital wallet that the money was sent to What the bank ( Truist ) did : 1. Denied me from getting reimbursed ( 1st time ) XXXX. Bumped my case from a C to a CFO case which ended up failing again ( 2nd time ) 3. Permantely banned my account from opening another one with them 4. Closed my current account while ending relations as a whole 5. Was told false promises and poorly handled my case 6. lacked in communication and transparency 7. They never called me except once while I called daily as instructed by the bank 8. Reported me to XXXX which hurts my ability to open other bank accounts This all happened from XX/XX/XXXX till now XX/XX/XXXX This is my first time involved in any scam and the one time I get scammed I lose practically everything. 

I also made a case to the FTC, FBI, and local authorities Then I learned that the entire company website is fake, phone numbers and emails were spoofed and I that I have been taken advantage of big time."
12793732,"I was the victim of a fake job scam where money was fraudulently deposited into my Capital One account. I reported the situation in good faith, but Capital One closed my account and flagged me for suspected fraud. I was never charged or convicted of anything and acted responsibly once I realized it was a scam. They failed to investigate properly, ignored my side of the story, and now Im blacklisted from their services. This is causing long-term harm to my financial reputation."
13392030,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NC XXXX XXXX ( XXXX ) XXXX Social Security Number : XXXX Date of Birth : XX/XX/XXXX Date : XX/XX/XXXXXXXX  To : Consumer Financial Protection Bureau XXXX XXXX XXXX XXXX Washington , DC XXXX Subject : Identity Theft Complaint and Request for Action under FCRA 605B FTC Identity Theft Report Number : XXXX Dear Consumer Financial Protection Bureau, I am writing to file a formal identity theft complaint and to request your assistance pursuant to the Fair Credit Reporting Act ( FCRA ) 605B ( 15 U.S.C. 1681c-2 ). My full name is XXXX XXXX, and I am the victim of identity theft that has led to the fraudulent use of my personal information, including my Social Security number and date of birth. 

This crime occurred following an online job scam in which I unknowingly provided sensitive information to scammers. I also lost my wallet while visiting XXXX, Georgia, which may have further contributed to the unauthorized use of my identity. As a result, numerous fraudulent accounts and inquiries now appear on my credit report with TransUnion. 

Please find below the list of unauthorized accounts identified through my FTC Identity Theft Report : Fraudulent Accounts : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Additional Fraudulent Activity : Unauthorized Credit Inquiries : XXXX XXXX, XXXX, XXXX XXXX Fraudulent Address Reported : XXXX XXXX XXXX XXXX, XXXX XXXX, FL XXXX Misuse of Personal Identifiers : Multiple variations of my Social Security number are being used in association with these fraudulent accounts. 

Attached to this letter is a copy of my FTC Identity Theft Report ( # XXXX ), which documents all instances of fraud and identity misuse. I respectfully request that the CFPB take appropriate action to ensure that TransUnion complies with FCRA 605B by blocking and removing all the above-listed fraudulent information from my consumer credit file within the legally mandated period. 

Thank you for your assistance and support in resolving this matter. 

Sincerely, XXXX XXXX"
13455953,I was a victim of a " Job Scam. '' I was told to upload a check to my account and the check was fraudulent. i did not know.
13672904,"I was the victim of a job scam that I did not know was fraudulent. Like many job seekers, I was looking for employment when I received what appeared to be a legitimate job opportunity email from a company called XXXX. The email included job requirements and details that seemed genuine. 

I completed their XXXX  assessment as requested. After a day or two, I received a job offer. The HR representative informed me that someone would contact me by phone regarding next steps. This individual later called me and discussed my preferences for work equipment. 

The caller then explained that they would be emailing me a check for {$8900.00} which I needed to deposit into my bank account and then wire transfer the funds. When I questioned why such a large amount needed to be processed this way, I was told it was "" company policy. '' After depositing the check and completing the wire transfer as instructed, I discovered within minutes that my bank account was overdrawn by approximately {$5600.00}. I immediately contacted Bank of America by phone and was advised to open a fraud case on that very same day. My tax money and my pay was on auto transfer and now its - {$3000.00} After its been 40 days I called Bank of America and spoke to a supervisor for an update. He was very rude and told me that its none of your concern and we are waiting for the other bank to respond and we wont send any further attempts to the XXXX. It has not been 60 days and I received an email the very next day after speaking to a supervisor that the case has been closed. So basically my {$8900.00} is gone and now I have to pay {$3000.00} to the Bank of America. 


I am calling Bank of America again so complaint about this situation. I dont know what fraud department of Bank of America do. This is so wrong how to treat you customers. For me {$8900.00} is not a small amount and it was the first time that happened to me"
13791386,"I was the recipient target of a job scam. The impersonator pretended to be a recruiter for a logistics company called XXXX XXXX XXXX and conducted assessment. After I filled out the assessment, they offered me a job and told me to cash a check and purchase an equipment. However, they also told me to resend money to them when I asked for a direct deposit instead and have the company send the official equipment instead. I sent them a wire transfer and XXXX with the amount in the check minus the bank transfer fee once the bank approved the check. ( The Citizens bank told me that they were in the process of approval ). And they closed my checking account and wanted me to pay the debt when my account was overdrawn. After the money was sent to the person, all communication stopped."
13887496,"I am submitting this complaint as a victim of a job scam that resulted in financial loss and insufficient support from my financial institution, Chase Bank. 

I was contacted by an individual who falsely claimed to represent a legitimate company and offered me a remote job position. Believing the offer to be real, I was sent a check to cover equipment costs and was instructed to wire funds as part of the onboarding process. The first wire transaction failed to process, but the second one went through successfully. However, shortly afterward, Chase Bank identified the deposited check as fraudulent by which time, the receiving party had already received the funds I had wired. I was operating under the false pretense that I was employed by a legitimate company. 

Upon realizing the situation, I immediately contacted Chase Bank and filed a claim. A Chase representative informed me that although the claim would likely be denied, it could be reopened upon submission of supporting evidence. 

As expected, I received a formal denial of the claim. However, I was not given the opportunity to reopen it or to provide additional evidence. I was denied any further support from Chase, and the matter was closed without a thorough investigation, despite my proactive efforts and cooperation. 

Following the guidance of a Chase associate, I filed a criminal complaint with the FBIs Internet Crime Complaint Center ( IC3.gov ), but I have yet to receive meaningful resolution or recourse. 

I am seeking the CFPBs assistance in urging Chase Bank to properly review my case, allow for a resubmission of evidence, and take appropriate responsibility in supporting victims of increasingly job scams in this era of financial instability. 

I want to reflect and point out the filed attach of the message I have received from XXXX XXXX  XXXX labeled as [ Chase_Response ]. 

I must call into question the credibility of the so-called "" beneficiary 's '' response, which Chase has quoted in its denial : "" PLS BE ADVISED XXXX HAS DENIED DEBIT AUTHORIZATION SO WE ARE NOT ABLE TO COMPLY WITH YR REQUEST. PLEASE HAVE REMITTER CONTACT BENEFICIARY DIRECTLY. WE CLOSE OUR FILE. '' Is this truly the kind of language and format one would expect from a legitimate corporate entity or financial institution? The lack of professionalism, clarity, and formality in this message should raise immediate red flags to XXXX. It is difficult to believe that any reputable organization would issue a response so poorly worded and dismissive. That Chase would accept this as a valid basis to close a casewithout further verification or investigationis deeply concerning and suggests a failure to uphold proper standards of due diligence. 

I have also attached the email thread by the perpetrators of this scam so that a fuller picture can be made. 

[ XXXX ] - First contact with employment process and employment letter [ XXXX ] - The secondary point of contact that facilitated the fraudulent check"
14313741,"I was the victim of a fake job scam involving a fraudulent check. I deposited the check into my Wells Fargo account and followed instructions to use part of the funds ( {$2400.00} ) to purchase items and return the rest. I was unaware it was a scam until the check was flagged as fraudulent. 

I contacted the bank immediately and reported the incident. They told me the account would be closed due to fraud, and that it is likely I will not be reimbursed. As of today, I have not received an official decision from the bank."
14372163,"On XX/XX/year>, I was emailed a check by my supposed employer, and was instructed to print, and deposit it into my Wells Fargo account. At this time I wasnt aware that the check would be considered fraudulent, as this was my first experience with a job of that nature. After this check was deposited, I received an email stating that my deposit was on hold and would be deposited in two separate amounts on the XXXX and XXXX. On the XXXX I received another email stating there was a hold, and another email stating the deposit had been returned due to Insufficient funds. I attempted to call Wells Fargo and explained my issue with the banker, to which she said to contact my employer, I asked if I could put her on hold while I messaged my supposed employer, but she hung up on me. On the XXXX, I made another call to Wells Fargo customer service and explained my problem to the banker, to which she told me the same thing of Insufficient funds, I then explained that Id spoken to my supposed employer and had been told that things were fine on their end. The banker then advised me to re-deposit the check and see if it went through. After speaking to my supposed employer, I was emailed another check and went through the usual process, and the check was accepted, and recorded to come into my account that Saturday, on the XXXX. On the XXXX, I saw that Id received another email in the middle of the night stating my deposit couldnt be added to my account, and unlike the email Id received on the XXXX, there was no recorded reason, and up until this point Id thought my supposed employer was having issues with their financial department. I called the customer service line, and was told they werent able to tell me the issue with the deposit, and that I needed to call the department number enclosed in the email id been sent on the XXXX, however because it was Saturday, and the department didnt open until Monday, I called them this morning, and it was not until this morning when I was told that the issues had to with fraudulence. I wasnt aware of the issue with printing the checks, and in all of the customer service correspondence Id had over the phone and via emails, fraudulent checks was not mentioned. Later today I was sent an email telling me my account would be closed in the XXXX because of the issues with the checks. I called customer service looking for a solution, to which one of the managers very condescendingly informed me I was likely a victim of a job scam, in which the scammers posed as a company that had hired me. She then proceeded to give me a flat Im sorry about the miscommunication from customer service, before telling me that my account could not be recovered, as according to her Its a risk for the bank, and we do not have a prior or future relationship with your account. There was no miscommunication, I was not even informed of fraudulence or received any alerts until this morning when I had to call after multiple instances of unsatisfactory customer support. The woman I spoke to even acknowledged it was unreasonable that I wasnt properly informed in the emails I received, and nowhere in the Mobile Deposit section of their app was there any kind of fraud alert or mention of potential danger with printed checks. XXXX XXXX XXXX XXXX and this is my first official bank account, I called multiple times with my issue and was even advised by the customer service to re-deposit the check, so at what point would I have realized these were fraudulent? Especially when the scam in question had presented itself as trustworthy, with nothing negative coming up during extensive investigation through an online search? The manger I spoke to even said that some scammers will pose as reputable businesses."
14438348,I understand that my account was permanently deactivated due to suspicious activity in XXXX. Im writing to clarify that I was a victim of a job scam and had no intention of violating XXXX terms. I would deeply appreciate the opportunity to provide documentation and context around what happened.
14719848,"b'Subject: Urgent Request for Assistance in Fraud Recovery  Mishandled Case by Bank of America\n\nDear Sir/Madam,\nI am urgently seeking your assistance in recovering funds lost due to Bank of Americas mishandling of a fraud case involving my checking account. Despite being FDIC-insured, the bank has failed to properly investigate my fraud claim and provided inconsistent and misleading responses.\n\nSummary of the Issue:\nI fell victim to a sophisticated job scam on XXXX  involving a fake hiring process for a Regulatory Affairs Specialist role at HeartFlow Inc. The scammer, posing as recruiter XXXX XXXX XXXX initiated contact and conducted a fake hiring process, eventually offering me the job. I was then contacted by XXXX XXXX XXXX XXXX XXXX XXXX XXXX who directed me to deposit two Chase bank checks to fund my remote work setup.\n* XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXnFollowing the check clearance, I was instructed to pay third-party vendors via XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX\nA few days later, Bank of America reversed both deposits citing fraud and began withdrawing the same amounts from my account as return item chargebacks. However, the funds had already been used to pay the scammersfunds I never would have accessed had the bank not approved the checks.\nWhen I reported the fraud, I was given two claim numbers:\XXXX XXXX XXXX XXXX XXXX XXXX XXXXnLater, the bank denied the existence of these claims, then changed their story to say they were filed with $0 claim amounts, which is illogical and contradictory. This mishandling raises serious concerns about internal processes and accountability at Bank of America.\n\nKXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  Bank reversed both checks totaling XXXXI spoke with several bank associates including Madison, Bea (ref. XXXX XXXX, and XXXX, but none provided a satisfactory resolution.\n\nMy Concern:\nWhy did the bank approve and make the check funds available if they were later deemed fraudulent? Standard banking procedures should prevent this. Had the checks not been approved, I wouldnt have used the funds. The banks failure to properly verify the checks or support my fraud claim has resulted in a severe financial loss and emotional distress.\nI respectfully urge your help in recovering these funds and holding the bank accountable for its negligence.\nSincerely,XXXX XXXX"
14841507,"I am submitting this formal complaint against XXXX XXXX ( operating as Cash App ) due to its failure to take appropriate action or provide a satisfactory response regarding a series of fraudulent cryptocurrency transactions processed through its platform. Despite submitting a detailed complaint to Cash Apps legal and compliance team on XX/XX/XXXX, I have yet to receive a meaningful response or resolution. 
Nature of the Complaint Between XX/XX/XXXX and XX/XX/XXXX, I fell victim to a complex online job scam, which led me to make multiple payments in XXXX using Cash App. These transactions were initiated under false pretenses and ultimately resulted in significant financial loss. 
Through independent blockchain tracing, I have confirmed that several of the fraudulent transactions I made were funneled into Cash Applinked wallet addresses, including : XXXX XXXX XXXX These wallets received proceeds from the fraudulent scheme, and I provided Cash App with full transaction records and blockchain evidence, including transaction IDs and wallet mapping that clearly demonstrate the path of funds to their platform. 
Despite this, Cash App has failed to : Launch or communicate any internal investigation ; Freeze or report the implicated wallets ; Provide restitution or assistance ; Comply with its obligations under applicable financial and consumer protection laws. 
Regulatory Violations and Concerns As a regulated Money Services Business ( MSB ), XXXX XXXX is subject to : The Bank Secrecy Act ( 31 U.S.C. 5311 ) requiring robust AML policies and Suspicious Activity Report ( SAR ) filing ; XXXX Guidance XXXX recognizing Cash App as a Money Transmitter XXXX to federal obligations ; Electronic Fund Transfer Act ( 15 U.S.C. 1693 ) protecting consumers from unauthorized digital fund transfers ; FTC Act ( 15 U.S.C. 45 ) prohibiting unfair and deceptive practices, including neglecting to act against fraud ; Anti-Money Laundering statutes ( 18 U.S.C. 1956 & 1957 ) prohibiting facilitation of criminally derived funds. 
The evidence I submitted to Cash App clearly indicated a pattern of criminal activity facilitated via their platform. Their non-response and inaction reflect a serious failure of oversight, compliance, and consumer duty."
14854703,"Between XX/XX/XXXX and XX/XX/year>, I was the victim of a sophisticated fake job scam that involved XXXX transfers through my Citibank account totaling {$3500.00}. The scammers posed as a legitimate employer, conducted what appeared to be a real hiring process, sent me fake checks, and instructed me to use XXXX to purchase remote office equipment from vendors they claimed were part of the onboarding process. 

I later learned the checks were fraudulent, and the job was fake. The scammers deceived me into using XXXX to send my personal funds. I filed a fraud dispute with Citibank, but it was denied on the basis that the transactions were authorized. While I technically sent the money, I was doing so under false pretenses and manipulation. 

I am now appealing Citibanks decision. This scam is a documented type of fraud acknowledged by the FTC, FBI, and XXXX itself. I have reported the incident to the FTC, IC3, and local police. I acted in good faith and believe I should not be financially responsible for being deceived in this way. 

I respectfully request that Citibank re-evaluate this matter and issue a refund or provide alternative compensation."
