id,Consumer complaint narrative
14068968,"Background information : XX/XX/year> received a call from XXXX XXXX stating he was from Huntington Bank out of XXXX MI. He identified himself as a Huntington bank employee working in the fraud department. He asked if I had been receiving any emails or texts from Huntington. I replied no. He stated that that the scammer routed by Huntington email and text fraud notifications to her and she was approving the money transfers. He said that someone is trying to take a large amount of money out of my account and is transferring it to XXXX, XXXX XXXXXX/XX/XXXXXXXX XXXX, XXXX, XXXX, XXXX. He stated that my account was flagged because of the large amount of money being transferred and that if they would have taken smaller amounts that the transactions would of went through. He asked me if I lived in Pennsylvania. I said no. He asked me if I knew XXXX XXXX and I said no. He gave me the transactions that were pending in my account and that we needed to act quickly before they cleared. 
1. {$1900.00} - transaction number XXXX ; 2. {$2900.00} - transaction number XXXX 3. {$1900.00} - transaction number XXXX ] ; 4. {$1400.00} - transaction number XXXX 5. {$2000.00} - transaction number XXXX I asked him, how do I know that this isn't a scam. He assured me that this wasnt a scam and that I needed to act quickly before the money was posted. Once the money is moved to these 3rd party Apps its very difficult to get your money back. He said that the call came from a Huntington Bank phone number and that I can XXXX reverse the number which I did. I also googled his name, and XXXX XXXX did come up as an employee of Huntington Bank. The Phone number he provided is XXXX ext. : XXXX. He told me that we needed to stop the money transfer immediately before the transaction was posted by doing a reverse transfer transaction for XXXX which was {$1900.00} and {$1900.00}. He said that XXXX is automatically tied to XXXX so I needed to go to XXXX in XXXX or XXXX to do a reverse transfer transaction for the exact amount and the following day the system would be reset, and I would have my money back into my account. He provided me with multiple UPC numbers which he text to me. The UPC numbers he told me were used for transactional purposes only. During the conversation, did he say at that the UPC numbers were being used for transactional purposes only. I had no idea that they were to load money onto a gift card, or it would have been an immediately flag for me. I provided them at the end of this document along with the receipts from XXXX. He said that he would call me back at XX/XX/XXXXthe next morning ( XX/XX/year> ) and would finalize the transaction and I would be all set, my money would be back in my back account. I had no idea what the UPC codes were, nor did I know that I would be loading money onto a card. I thought this was all transactional. I didnt realize that I was downloading money to him, and I was being scammed. 
XX/XX/XXXX, the following day he called me at XXXX and proceeded to tell me that there was an issue, the transaction did not work because when he gave me the dollar amount to be transferred he left off the change and the money wasn't the exact amount so we needed to start all over and that I needed to back to XXXX XXXX We went through the exact process again. He texted over the UPC codes ( copies provided at end of document ). I went to XXXX customer service, asked for the money to be loaded, gave them my drivers license and my debit card. Except this time only {$1000.00} would go through. Claim number XXXX I had reached the dollar limit and had to wait 24 hours from the last transaction which would have been around XXXX XX/XX/XXXX At this point something isn't feeling right. He proceeded to tell me that Huntington is going to send me a {$500.00} gift card for my troubles. When I arrived home, I called Huntington Fraud and instantly they told me that I had been scammed. ( Claim XX/XX/XXXX XXXX ) The scammer continued to call me after XXXX to finish the transactions, but I didn't answer. He also text me multiple times. ( copies of texts provided at end of document ) He called me from the following numbers XXXX, XXXX, XXXX, XXXX, all which came up on caller ID as Huntington Bank phone numbers. The total amount that was pulled out of my account was on"
13248989,"To Whom It May Concern, I am writing to formally request assistance regarding an unresolved matter involving my account with Chase Bank. 
Earlier this month, my Chase online banking account was compromised by fraud. Unauthorized transactions occurred, including the theft and unauthorized redemption of my Chase credit card reward points. Upon investigation, Chase restored the stolen funds from my checking account but has refused to reinstate the stolen credit card reward points. 
These points were earned through legitimate use of my account and represent a contractual benefit. Their unauthorized use was part of the same fraudulent activity that affected my bank funds. Given that Chase acknowledged the breach and returned the stolen money, it is both reasonable and fair to expect that the reward points, equally part of my account value, should be restored as well. 
The total of XXXX points represents approximately {$1300.00} in base redemption value, based on Chases standard XXXX point = {$0.00} cash equivalent rate. These points were earned through tens of thousands of dollars in legitimate spending. The XXXX points were split across two Chase credit cards, approximately XXXX on one and XXXX on the other, representing years of legitimate use. If redeemed through Chases travel portal or transferred to partners, they could be worth {$1800.00} or more. This is not a negligible loss. The refusal to return them after a confirmed account breach leaves me without full restitution. 
The stolen points were fraudulently redeemed in the form of 16 XXXX gift cards sent to my email address without my authorization. I did not request, redeem, or benefit from these gift cards. They were automatically filtered to my spam folder and remain untouched. I do not own any XXXX products, nor have I ever used XXXX gift cards. It is obvious, without a shadow of a doubt, that this redemption was part of the same fraudulent activity that affected the rest of my account. I have retained the emails as evidence and can provide them upon request. 
I reported the fraudulent activity promptly, cooperated fully with Chases investigation, and followed all instructions provided. Despite these efforts, Chase has declined to fully resolve the matter, leaving me with a partial recovery that does not correct the harm done through no fault of my own. 
At this point, I am seeking external assistance, having exhausted internal channels. I respectfully request your help in advocating for the complete restoration of what was taken during the breach. 
I am submitting this request to the following offices : Chase Executive Customer Relations Ohio Attorney General XXXX XXXX Consumer Protection Section Office of my State Representative XXXX XXXX Offices of XXXX XXXX XXXX and XXXX XXXX XXXX Consumer Financial Protection Bureau ( CFPB ) Office of the Comptroller of the Currency ( OCC ) XXXX XXXX XXXX XXXX XXXX XXXX I am happy to provide further documentation, including case numbers, correspondence with Chase, and evidence of unauthorized activity, upon request. 
Thank you for your time, attention, and assistance in helping resolve this matter fairly. Sincerely, XXXX XXXX"
7323511,"XXXX XXXX XXXX  This individual claimed to have XXXX XXXX puppies of XXXX XXXX. He asked for {$600.00} then proceeded to ask for money via gift cards for vet bills. I was supposed to pick up the puppy. However, yesterday and today, Sat XX/XX/2023, something went wrong to affect the pickup of the puppy. The deposits of {$300.00} were "" fully refundable ''. I wired the funds to an XXXX XXXX. XXXX, his "" accountant ''. First Installment : {$300.00} - XXXX XXXX XXXX ; Attn : XXXX XXXX XXXX Second Installment : {$300.00} - XXXX XXXX XXXX ; Attn : XXXX XXXX XXXX Final Installment : {$300.00} -XXXX  XXXX XXXX XXXX Attn : XXXX XXXX XXXX I had originally intended to purchase two puppies, XXXX XXXX XXXX XXXX. However, my sister-in-law changed her mind at the time. I was going to use this animal as a replacement XXXX  animal for my XXXX animal who passed a month ago."
7657934,"I was scammed out of {$120000.00} from an outfit claiming to be XXXX, they fooled me into using XXXX-then proceeded to systematically rob me through XXXX, XXXX, XXXX gift cards and wire transfers .The wire transfers came from my account at Wells Fargo bank and went to XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX This drubbing started on XX/XX/XXXX, and they took about 3 weeks to steal the money up through XX/XX/2023."
13525223,"On XX/XX/XXXX, Credit Karma acknowledged that I was not approved for a credit card that they were so confident I would be approved for, that it came with a {$50.00} "" Karma Guarantee ''. I was issued a {$50.00} prepaid XXXX virtual gift card. However, almost immediately, and for incorrect reasons, my access to this card was removed by the issuer. I contacted the issuer ( InComm Solutions ) whom requested MULTIPLE identifying documents just to be told that I needed to contact Credit Karma for a re issue. Just getting to this point took almost XXXX XXXX Just this week, Credit Karma told me that "" no, I needed to contact the issuer ''. And now I am not receiving any correspondence or solutions from either party."
7952733,"This complaint concerns Venmo support ticket XXXX, filed in response to a {$1000.00} transaction on XX/XX/2023 from my account ( XXXX ) to user @ XXXX. I was the victim of an employment scam, and this account fraudulently collected money from me. When I contacted Venmo, they said they take it seriously but would not reverse the charges not provide me any further information, citing privacy like a shibboleth that magically excused their failures. 

The account contacted me claiming to be XXXX XXXX XXXX XXXX XXXX ( they were not ) and offered me employment. After a fairly normal interview process, they sent me a check to buy equipment for my home office. That check then proved bad after I paid their alleged vendor, and I am out {$1000.00}. I acknowledge that I made a serious mistake in not doing better due diligence. I also acknowledge that the criminal here is the root of the problem. However, I allege the following against Venmo : XXXX ) There must be some way to challenge fraudulent payments. Venmo flatly refuses to provide any remediation path whatsoever, and they won't even talk about it. 
XXXX ) Venmo failed to verify the identity of their customer @ XXXX, and this resulted in a fraudster using their network and their inability to track them. 
XXXX ) Venmo failed to take adequate steps to make sure those using their platform were doing so in an honest manner."
6498543,"I was applying to jobs on XXXX and I was accepted for a remote position job on XX/XX/XXXX and began the hiring process. After going through the process I was then informed I needed to have a computer and other things and the company will provide them to me. Instead of the company sending me the required materials, they sent me a check for {$4900.00} to deposit into my account to buy the equipment. I deposited the check on XX/XX/XXXX. The next day they sent me the information of the supplier in florida to order the equipment from. I then began sending the supplier the money and they requested I send it through XXXX. Once XXXX reached its limit the supplier then began to request the remainder of money from the check in the form of gift cards from XXXX. At that point I then started to realize something was wrong and contacted Wells Fargo that I may have been scammed. The agent told me the check would be reversed and reimbursed as I had called within XXXX minutes of making those XXXX transactions. She also told me Wells Fargo would begin an internal investigation. I received a letter that they are still investigating and as of XX/XX/XXXX I have not still not heard any other response from them."
7334108,"I'm a victim of job scam with check fraud. XXXX XXXXXXXX posed as an online interview XXXX and offered me remote jobs and he mailed me a phony check of {$4800.00} to buy working supplies. On XX/XX/2023, while I received this check, I went to local bank branch to verify it, but no one helped me or gave me any advice that just tell me that you should wait for 14 days for check to be really clear in case check fraud. I was left helpless, uncertain on this check. I called bank 's costumer service for help, and they said this check looked nothing wrong based on their experience so that I was gave a false sense of security that this check was secured on my account at the time. And that's the main reason why I was conned into sending money to scammer next day. 
On XX/XX/2023, I called fraud department of Bank of America to make a claim for XXXX transfer of {$3500.00} right away as soon as I realized it was fraudulent transaction. I spoke to XXXX, the first representative, she told me my lost funds will be recovered but it takes for 10 days or up to 60-90 days to process and got my XXXX claim number is XXXX XXXX. During the process of XXXX claim, I kept track on its status and faxed police report, FBI report, counterfeit checks, XXXX report, FTC report, AGO consumer complaint and screenshots of chat records with fraudster that showed how he manipulated and exploited me into sending money that serve as the evidence of scam and check fraud to fraud claim department. However, Bank told me that they did not need any supporting documents on XXXX claim and they only investigated whether the transfer was authorized and not based on the circumstances of I was defrauded. On XX/XX/2023, I received notice stating that "" We've completed our review of your claim. Our records indicate that we completed the transfer according to the instructions you provided us, and therefore no error occurred. Based on this, your account won't be credited. '' After Bank 's failure of the second attempt to recall my lost funds, Bank sent the final response to XXXX claim on XX/XX/2023, it stated that my lost funds were unsuccessful recovered because transactions posted on my account were valid and no errors occurred, so they suggested me to contact recipient to try to get my money back. This final resolution was totally unreasonable and unrealistic. How come a XXXX XXXXXXXX would return the stolen money to victim. Obviously, Bank did not properly handle XXXX scam and fraud and did not came up with a reasonable and acceptable final solution."
8194212,"I was a victim of a job scam. I was offered a position of a remote data entry clerk, I went through a XXXX XXXX training and I was sent a check of {$2500.00}. I was told by the scammer that {$460.00} out of the XXXX were for my paid training. The rest would be to fund my equipment. I was told by the scammer to deposit the check and send over {$400.00} that were available that day from the deposited check through a wire transfer. I made the wire transfer through my bank institution Wells Fargo. I have the wire transfer details to the scammer I sent the money to. The check went through that XXXX  when I deposited it. {$400.00} were available from that check. I sent over the {$400.00} through the wire transfer and the XXXX XXXX I got a notification from the bank that the funds were being held due to unusual activity. Since I sent the funds a XXXX XXXX, the transfer was complete and the funds had been withdrawn from my own personal funds that I had saved in my XXXX  account. Thats when I realized that it was XXXX  a scam because I tried reaching out to the scammer and he became unresponsive after that. I wouldve never proceeded with the transfer if the check wouldve been revoked as soon as I made the deposit, but the check went through and the bank made {$400.00} available that XXXX. It is not right that the bank used my personal hard earned money to complete the transfer. I needed that money to pay my rent and now XXXX behind on bills due to this error."
11270985,"To Wells Fargo Bank Reference : Roll back of all credits paid off on Credit Card Cash Wise VISA XXXX This is my second complaint about unthinkable event in the banking history happening to me and my only fault is looking for work after being recovered from XXXX XXXX 

This situation with XXXX XXXX XXXX was first in line before the incident with the cashier check, about which I filed my previous complaint. 

As usually, I was approach through my email with a job offer by XXXX XXXX XXXX, after posting my resume on XXXX. He put me through a job interview and hired me as a Customer Service Representative in a meeting on XXXX XXXX platform. 
After I have accepted and signed the Offer of Employment, the next day of our meeting, he offered to pay off all my credit cards balance as stated on the Offer of Employment, as the way to let me use my card to purchase for my work equipment. 

He gave me routing and bank account numbers and the bank name to use to pay off all my credit cards. I did and reported to him with all the payment confirmations numbers. After that he directed me to use my cards to purchase XXXX and XXXX to send to their software manager for software installation. As the available balances can not be enough for the equipment, he wanted me instead to purchase XXXX gift cards to allow him to make arrangement with the company software manager and vendor. I did purchase those gift cards with my Cash Wise Visa card and XXXX XXXX, and also {$2000.00} borrowed from my wife. All the conversations and details are on the pdf attached to the letter. 


I just want to mention that this company XXXX XXXX XXXX was the first offering me employment, and as I felt thinks are not going well, and I moved to XXXX XXXX which sent the fake cashier check to me. With This XXXX XXXX XXXX, I didnt have any worry because, they paid off my credit cards and I said to myself that my hiring manager will get back to me anyway. I can never imagine that I was dealing with scammers. 

In summary, all the clear details are on the pdf from the bank account to some scammers names. 

Now my concern is how you facilitate the system for him to roll back the money without any warning to me. Without any investigation. 
I am the one who call to paid off the card and for refueling for another purchase with this bank information. Before any cancellation you need to contact me first to know what about. If it was any criminal act, you got the right to pursuit me. I am Wells Fargo customer for over 20 years. This is not fair to help somebody to steal from me with your help. 
Kindly, I recommend Wells Fargo to open a criminal investigation on this bank account, given to me to paid of my credit cards, and afterwards let me refuel the card to deepen my debit especially with my Wells Fargo Visa Card. You need to let the FBI be involved to get to the bottom of this. You can not easily put this financial burden on me.

Secondly, I recommend you stop any collection action again me until we get the whole fact ; and restore my credit card to the balance it was, before you roll back the credits. 

Looking forward to hearing from you, XXXX XXXX P.S.-XXXX XXXX XXXX XXXX of all the conversation of the presumed hiring manager of XXXX XXXX XXXX"
9193310,"Hi my name is XXXX XXXX and I want to file a complaint with FOUND online business banking company who banks through XXXX XXXX. I live in XXXX and could really use someones help and guidance with my bank or be a mediator with my issue at hand here.
My account was hacked and taken over on XXXX XXXX after I received a call by someone at approximately XXXX by someone posing to be a spark representative. To give a little backstory before I go into what happened, this person hit my FOUND account first and then moved to my other accounts. First ill explain my three banks so no confusion, FOUND is a business account I get paid through from my job as a house cleaner. XXXX  XXXX XXXX is the bank my XXXX XXXX payments go into from my XXXX  delivery job and BRANCH is the bank XXXX  ""used"" to use as a bank to pay us our drivers payments.I had been going back and forth from Branch and XXXX  recently before this all happened and was having my payments go into there because I like how the app showed us our balance after each transaction purchased. I also had a job as a XXXX XXXX XXXX XXXX XXXX which I don't have anymore but was also having those check deposits go into my XXXX XXXX so I could keep track of the majority of my funds in one place. I also recently moved some funds around as I set up a few savings accounts with XXXX  and pockets with FOUND to make things a little more organized for to my personal liking which is why this timing of this type of hack and scam is very odd to me and almost seemed to me as if this person had prior access or authorization on me, has been spying on me, hacked my phone a while ago or used to work for XXXX  or XXXX XXXX XXXX XXXX  I bank through because I couldn't understand how he knew all the information he did. To begin On XXXX XXXX  all 3 of my bank accounts, email and XXXX  driver portal were all hacked into by this hackster. Nearly XXXX was taken from my XXXX XXXX XXXX XXXX XXXX from my XXXX XXXX  and XXXX from the FOUND account, all stolen via online money transfers.
The call came in as XXXX  delivery on my phone at the time and he posed as a XXXX  customer care specialist. This man took everything I had in my account with FOUND and my other two banks while hacking into my email and accessing my emails. He saw my personal emails, work emails, bank emails and somehow knew about my three banks even from the start of the conversation not to mention restricting my internet access while during the call. This call also came at an unusual time period considering just a month or so ago I reported to XXXX  that something odd was happening to my XXXX  XXXX  account because I wasnt getting any orders day in and day out for several months and wondered if there was a possibility of someone either remote accessing my phone, using my account, acting as me or using my app and taking my orders. I didnt know what to come if it and had all kinds of suspicions and theories as to what was happening to my XXXX  XXXX  account. They said it wasnt probable but they would look into it since my ratings were going down without me taking any orders. They said they would follow up with me and not to worry they would get to the bottom of it. Its odd timing only because this man made it sound like thats what he called about and made threatening suspension a likely outcome of my drivers account if I did. Also told me I needed to do a return order on the order I was currently doing because it was canceled and picked up by another driver. He knew of my location telling me to drive to the customers house to attempt order delivery. During the drive he tells me that my XXXX  XXXX XXXX  that I used that XXXX  paid me through was going to be closed and that I needed to stick to using my XXXX XXXX account from now on to be paid from XXXX. He read me my balance that was in there, a total of XXXXXXXX  and said he would transfer that to my XXXX  account and it should arrive in there by the end of the day. Not processing how he had that information or how he could get into my accounts he proceeded to guide me on how to return this order which I would be compensated for. 
Another thing is he knew about my FOUND business account. He tried asking me for my FOUND password which I couldn't remember anyways so couldn't give him anything to go off. Once I got to Walmart to return the two items, I told him I was there, since he told me to do so the call disconnected or he hung up . I called back with no answer all it did was ring. Immediately then I knew I was scammed because the call was not answered by a XXXX  customer care specialist nor did it have the XXXX  recording at the beginning like they do. I thought well there's no way he could of gotten very far since I didn't give him any valuable information but for some reason I had a bad feeling about the whole thing and instantly I had feared the worst. Called frantically someone I knew that worked at XXXX  to ask them if they thought I had gotten scammed since I wasn't quite able to look at my account since my internet was down and they had said ""yes that sounds scammy hopefully you didn't give them your SSN"" and I just said ""all I gave them was my DOB, email and last four of SSN and never thought they could use that"" . Only banks, work places, healthcare of that nature have your information like that and can verify that with you I thought. I checked into my account with my FOUND account once I was able to get online and he took over XXXX from my account immediately following the call and then proceeded to XXXX  taking out XXXX and then hacked into my email address later on that night around XXXX locking me out so any correspondence from either bank and would go to him. Also Later on that night around same time He changed my personal info in the bank accounts while also hitting my XXXX XXXX around which was the majority of where my money was and left me negative XXXX XXXX XXXX XXXX labeled this an account takeover which was my first hearing of such a thing. 
XXXX XXXX  and my FOUND BUSINESS account has been nothing but difficult with communication at retrieving anything back in correspondence and I have had to do triple the work to get anywhere and having to re-explain everything to everyone each time has been nothing but a timely fiasco taking me away from most everything else in my life. Ive went to supervisors, managers, and then I went directly to the bank they are either partnered with or who they bank through and spoke to their manager and XXXX CEO . Finally I was able to get somewhere with XXXX  as they finally figured out what was going on after multiple escalations to dispute four big transactions to later resolve three of them. They still have yet to dispute another XXXX transaction that they forgot about. They've had to re issue another account takeover and hold my account up for two days while they do a dispute on this charge they should have done months ago but failed to do so or understand. Ive had to countlessly provide lengthy details because there is a lot that is involved but also because they would not understand nor relay information to anyone. This has also been a problem with FOUND and even worse with correspondence or actions to inform me or do what needs to be done to investigate or ask any questions even which is extremely odd almost as if they had their minds made up from the get go and nothing changes even with more information on the case. Ive gotten the same three emails and same three answers regarding their decision in the dispute each time even after more evidence and more explaining as they do not seem to understand either. Ive gotten multiple emails from different people asking to verify my info and then saying ""we haven't heard from you in over two days we will go ahead and close this case then and mark resolved"" after I emailed them more than ample times, also telling them all my points of contact when they would email me from all the different emails I had to make. This just shows how unorganized they are while not communicating with one another. No one gets back to questions I have or comments I make about their email. I had explained on multiple accounts that ""I had to change my email, this is my knew XXXX"" and its as if they never see what comes through from me. The emails Ive gotten always say the same thing too at the end after all my work I put in to gathering my evidence and sending it to each individual person, even XXXX  from the bank they bank through XXXX XXXX),I had sent all my evidence to on. First contact with her was on XXXX XXXX  . Then a supervisor by the name of XXXX XXXX  asked for the decision on the dispute be reconsidered on XXXX  and that's when I sent the really pertinent information over that showed XXXX  database of that specific order I was doing at the time this all happened and the name of the customer (as he (the hacker) has placed many of these two item orders before) all of which get canceled. How he uses the same fake name with multiple cards. I tried explaining that the customer shown is the person that called me and hacked me. That he is creating these fake orders to get drivers contact info and tries to trick them to do this return all while threatening suspension and then sending a code to their phone to be verified by the driver. That this has not only happened to me, that XXXX  has had complaints from multiple drivers of this happening to them. This was on the news, on XXXX  posts, all over online, XXXX  forums and he does this all over the country. I fell victim to it and they wont even reconsider me or my plea, the only email I get from this XXXX XXXX XXXX explains, ""the nature of the payment in question is an instant withdrawal via a linked debit card, in order for payments of this nature to process they must be initiated from directly within your FOUND account while verifying the pin associated with you account (which is not true because I have never come across this in the past) and that there is no indication that it was compromised prior to these transactions""."" There were no new devices that gained access to your account therefore ruling out your account was compromised"". I feel like there is something hindering FOUND from giving the money back to me that either they dont understand what has happened STILL and why it is that they wont even credit me during the process of the investigation nor give timelines or act on their word or follow through with follow ups, and have it go way past timelines or they frankly dont want to pay the money. They have not done anything they are supposed to do as a bank should do. From my understanding they are a pretty new online banking system. 
 All I can say is theyve been nothing but resistant and shut me down each time. Im at a point in which I dont know where else to turn or who to turn to since they have made it impossible to communicate anything at all. I am to the point of wanting to file a lawsuit against their company or organization and thought it would be in my best interest to start here first if anything. I cant let this go without trying everything I can to retrieve what was stolen. That was all my hard earned money and for them to deny my tireless attempts as if I have nothing better to do feels as though my words are falling on deaf ears as my plight to recover the stolen funds go unresolved . I am a busy person and this has taken all of my time apart from work since this whole thing happened.
A total of all funds from all the banks was well over XXXX on XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  in all accounts from transactions I did not allow and no one was given access to by me and somehow this person hacked into them, transferred money somehow and left me penniless without a way to pay for anything. This was the last I ever spoke to this fraudster/ hacker criminal. The number that came up was an XXXX  number (XXXX) when the call ended but said Spark delivery on it when it came through. So I was assuming that is where the call came from. I have all the evidence you could need all I need is someone willing to hear me out, take my statements and evidence into consideration, and take the time to do the work as I have been.Someone that will have my back and protect my finances and losses as I have read their are certain protections in place for consumers and bank customers like me from banks that are not out to protect their own customers and frankly don't care. That I have rights too all I need is someone to go up to bat for me. _W_H_A_T_ The bank I want to file a complaint with while also reporting this hack/scam is now with _W_H_O_ FOUND Date of transactions needing to dispute are on:
_W_H_E_N_ XXXX XXXX XXXX XXXX XXXX withdrawal XXXX XXXX from taxes pocket in the amount of XXXX XXXX XXXX withdrawal from primary to XXXX XXXX XXXX XXXX XXXX  then a withdrawal to visa debitXXXX XXXX XXXX XXXX XXXX XXXX
There was an Attempted transaction oXXXX XXXX from XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXhat did not go through placed in XXXX XXXX then a:
Transaction of : XXXX pocket transfer to primary on XXXX  @ XXXX and then:
another pocket transfer of: XXXX XXXX XXXX XXXX XXXX XXXX XXXX and then a:
Transaction of XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX location New York 
then a : instant transfer of XXXX to XXXX XXXX XXXX XXXX XXXX XXXX

_W_H_E_R_E_ scam/hack happened in Missouri : FOUND - no location /online bank - Bank through: XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX

_H_O_W_ By scam/hack/fraudster/impersonator/ IdentityTheft/ cyber crime
_W_H_Y_Stolen funds/account takeover/unauthorized transactions/bank being uncooperative in retrieval, not investigating further of transactions and their destination

 FOUND bank was made aware as soon as I could talk to them the following business day XXXX since this all happened at night. I immediately froze the account on XXXX  because This person gained full access to it and they were and are still unwilling to listen to anything I had to say nor would look at my emails or attend my calls. 
They didnt provide me with any information on what to do or what will happen, just froze my account to then later find out that I wasnt able to reach them over the phone with an automated message stating that because of the freeze they are unwilling to take my call. This went on for some period of time to then later still being unable to talk to anyone even after the account was unfrozen. They set a new recording up following that stated that all disputes will be handled through email and that they don't take calls regarding disputes, which was not in place before this incident happened. I needed to promptly speak to them as I had to make them aware that this hacker was changing my account info to a different phone number and email address (XXXX XXXX XXXX) and that I needed it changed back to mine so I can access my account again and regain some form of control back. The day of XXXX XXXX I made sure that they knew that if they got any call or email not from these said contacts of mine that they were not me since I didn't have control over my account anymore and didn't want them not believing me or not knowing who was the right owner of the account. Another thing is they hadn't set any further measures in place to verify my identity for that matter to know they were speaking to the right person. Who was to know if this person would call and contact FOUND reversing any measures I had put in place. 
It almost feels as if they are the ones at fault here as I didn't receive any alert or notification of transactions or even fraud alert and the destination of where these transactions were sent was in New York. I find it kind of funny and a major coincidence that FOUNDS bank (XXXX) is located in New York. What are the odds? Again Ive sent them numerous documentation and photos, screenshots , evidence upon evidence. Ive never made transactions of this nature with this bank of mine nor with any of my other banks and FOUND doesn't even consider that odd or fishy?
I have police report that I filled immediately stating the facts and have multiple evidence based reports of this crime and the incident this man is posing on innocent people. I am not the only one. So case in point I got scammed had only verified with the man my DOB and last four of my social and name and email.This scam has shown to wreak havoc on peoples lives and the money they take from people. I have been trying to work with FOUND since XXXX  and they continue to turn a blind eye on the situation as I am shedding light on it. I am just as puzzled about this whole thing as anyone and certainly don't understand how something like this can happen and feel like its partly the banks negligence, lack of security, verification set up and protocols put in place when things like this happen. Proper verification processes and means of protecting my funds could have possibly prevented such from happening. By the next day though it was already too late at that time for the freeze to even have made a difference. I changed my account number too but again too late. If I was alerted at first when these occurred I could have saved more transactions from happening.Them not following protocol or following up right away could have made a big difference but no they allowed so much time to pass by and for it to be forgotten about and the matter to have not been dealt with a sense of urgency and time sensitive things could have resulted different but Found only gets back to me when its most convenient for them after multiple attempts of communication and reaching out. I have more than enough evidence and have a full on case in which the police are trying to catch these people who are still doing this."
12354307,"I deposited a {$1900.00} check from XXXX XXXX into my Ally Bank account. The check cleared from XXXX XXXX immediately, but Ally flagged it as fraud and froze my funds. It has been over 14 days, and Ally has refused to provide a clear timeframe for when I will receive my money. XXXX XXXX has confirmed the check is valid and will not be returned, yet Ally is still holding my funds without justification. I have called Allys fraud department daily, but they refuse to provide a resolution. This money is for my rent, and the delay is causing financial hardship. I am requesting immediate action from the CFPB to resolve this issue and release my funds. 

In the pictures that Ive seen you will be able to see that last times I was able to deposit money into my account using XXXX it was XX/XX/XXXX. On the XXXX I began to call Ally bank to see if they could fix the issue of me not being able to log in to my online banking. Also Ive been unable to pay my XXXX car loan because I dont have the funds because of this hold. They been calling me and I havent been able to do much. The issue happened when I decided to use a check from my XXXX XXXX  account. I recently changed banks from XXXX XXXX to XXXX XXXX and all this happened once I tried using check instead of XXXX payment because XXXX XXXX business accounts do not allow XXXX deposits only check deposits to personal external accounts."
